Date,Period_Day,Driver_1,Name_Driver_1,Linear_Rate_1,Rate_1,Modifier_1,Value_1,Driver_2,Name_Driver_2,Rate_2,Modifier_2,Value_2,Rate_Tree,Modifier_Tree,Tree_Value,High,Low,Linear_Forecast,Max_Forecast,Tree_Forecast,Best_Forecast,Actual_Rev,Linear_Smape,Max_Smape,Tree_Smape,Best_Smape
2016-12-08,8_3,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.05,0.06,0.835882748346,145936.35,50_226_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '226'}",0.133,0.0,38209.09,0.0596305278715,0.835882748346,145936.35,9654.4,0.0,7274.07033145,7319.1406393,7274.07033145,7319.1406393,7362.4,0.00603490230557,0.00294651370503,0.00603490230557,0.00294651370503
2016-12-09,8_4,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.058,0.051,0.0,72380.91,50_226_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '226'}",0.155,0.374379943098,40431.82,0.0513481173971,1.12869377874,72380.91,16282.4,0.0,4194.92978172,2346.213683,4194.92978172,2346.213683,5396.0,0.125229799989,0.393916577594,0.125229799989,0.393916577594
2016-12-10,8_5,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.059,0.034,1.76340174986,21309.09,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,272636.01,0.0335006850344,1.76340174986,21309.09,1488.0,0.0,1258.83804208,1277.60054419,1258.83804208,1258.83804208,1488.0,0.0834275462952,0.0760773121235,0.0834275462952,0.0834275462952
2016-12-11,8_6,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.172,0.255,0.41656144594,13581.82,266_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '266', 'Segment_Id': '0'}",0.106,1.00683814183,0.0,0.255335423898,0.675086110321,13581.82,3017.6,0.0,2341.14446641,1442.70395731,2341.14446641,1442.70395731,1488.0,0.222802893413,0.0154556868748,0.222802893413,0.0154556868748
2016-12-13,7_1,265_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '265', 'Segment_Id': '0'}",0.078,0.11,0.415004535417,122502.4,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.068,0.674091761389,107060.0,0.109849122179,0.713685715536,122502.4,14000.8,0.0,9603.91245161,5592.29567593,9603.91245161,5592.29567593,5662.4,0.258183661844,0.00622889557245,0.258183661844,0.00622889557245
2016-12-14,7_2,50_228_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '228'}",0.983,0.921,1.06750874572,9730.46,50_224_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '224'}",0.053,0.0,185164.8,0.921195214044,1.06750874572,9730.46,24064.0,0.0,9568.77816591,9566.75040908,9568.77816591,9566.75040908,5170.4,0.298414071422,0.298317536772,0.298414071422,0.298317536772
2016-12-15,7_3,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.022,0.025,0.881595899212,226216.62,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.041,0.0,58768.17,0.0252848755784,0.881595899212,226216.62,17801.6,0.0,5042.60431823,4985.79111314,5042.60431823,5042.60431823,2344.8,0.365189747578,0.36026987079,0.365189747578,0.365189747578
2016-12-16,7_4,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.121,0.032,3.76617283843,51979.63,261_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '261', 'Segment_Id': '0'}",1.545,0.0,3665.91,0.032180580643,3.76617299769,51979.63,39628.8,0.0,6299.80816532,6264.45666104,6299.80816532,6264.45666104,3356.0,0.30487434246,0.302320021129,0.30487434246,0.302320021129
2016-12-17,7_5,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.097,0.074,1.3139680654,0.0,854_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '854', 'Segment_Id': '0'}",2.037,0.0,1360.0,0.0741674347227,1.3139680654,0.0,8308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-18,7_6,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.034,0.02,1.71838801816,0.0,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,45423.05,0.0195555427742,1.71838801816,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
