Date,Period_Day,Driver_1,Name_Driver_1,Linear_Rate_1,Rate_1,Modifier_1,Value_1,Driver_2,Name_Driver_2,Rate_2,Modifier_2,Value_2,Rate_Tree,Modifier_Tree,Tree_Value,High,Low,Linear_Forecast,Max_Forecast,Tree_Forecast,Best_Forecast,Actual_Rev,Linear_Smape,Max_Smape,Tree_Smape,Best_Smape
2016-12-08,10_3,266_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '266', 'Segment_Id': '0'}",0.183,0.183,0.943734755514,218839.2,259_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '259', 'Segment_Id': '0'}",0.187,0.0,242249.009,0.182631163134,1.00071534451,218839.2,149436.36,10265.18,39995.4477077,37794.2870803,39995.4477077,37794.2870803,36468.18,0.0461300073441,0.0178570297008,0.0461300073441,0.0178570297008
2016-12-09,10_4,266_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '266', 'Segment_Id': '0'}",0.027,0.023,1.21058374391,271030.4,854_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '854', 'Segment_Id': '0'}",14.886,0.0,1297.6,0.0225397963072,1.21058374391,271030.4,63413.64,0.0,7395.419785,7546.41491594,7395.419785,7395.419785,40431.82,0.690744445289,0.685423403793,0.690744445289,0.690744445289
2016-12-10,10_5,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",2.773,1.972,1.40618904294,21309.09,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.028,0.0,271030.4,1.97185969486,1.40618904294,21309.09,55240.91,0.0,59086.0045092,55240.91,55240.91,55240.91,55200.0,0.0340024531078,0.000370424329173,0.000370424329173,0.000370424329173
2016-12-11,10_6,260_1039_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1039'}",1.007,0.796,1.26624213919,1488.0,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.007,0.0,36721.6,0.795583607159,1.26624213919,1488.0,7910.71,0.0,1499.01341509,1499.79796928,1499.01341509,1499.01341509,1418.18,0.0277093094596,0.0279707284098,0.0277093094596,0.0277093094596
2016-12-12,10_0,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,0.0,59162.23,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",0.0,0.0,6635.65,0.0,0.0,59162.23,0.0,0.0,0.0,0.0,0.0,0.0,30014.55,1.0,1.0,1.0,1.0
2016-12-13,10_1,258_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '258', 'Segment_Id': '0'}",10.385,9.401,1.10465924937,15456.0,269_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '269', 'Segment_Id': '0'}",2.191,0.0,61533.63,9.40074356646,1.10465924937,15456.0,286755.45,42838.18,160504.660935,160509.039182,160504.660935,160504.660935,42838.18,0.578660553742,0.578669625556,0.578660553742,0.578660553742
2016-12-14,10_2,266_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '266', 'Segment_Id': '0'}",0.68,1.372,0.495150247677,80192.8,854_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '854', 'Segment_Id': '0'}",138.261,0.0,1253.6,1.37159678015,0.495433944477,80192.8,293395.45,75725.18,54493.8627061,75725.18,75725.18,75725.18,76639.09,0.168876143158,0.00599819104571,0.00599819104571,0.00599819104571
2016-12-15,10_3,266_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '266', 'Segment_Id': '0'}",0.183,0.183,0.943734755514,377111.2,259_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '259', 'Segment_Id': '0'}",0.187,0.0,241162.72,0.182631163134,1.00071534451,377111.2,149436.36,10265.18,68921.5244782,65128.4091424,68921.5244782,65128.4091424,23672.73,0.48867820939,0.466837244913,0.48867820939,0.466837244913
2016-12-16,10_4,266_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '266', 'Segment_Id': '0'}",0.027,0.023,1.21058374391,73226.4,854_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '854', 'Segment_Id': '0'}",14.886,0.0,1360.0,0.0225397963072,1.21058374391,73226.4,63413.64,0.0,1998.07832385,2038.8738577,1998.07832385,1998.07832385,0.0,1.0,1.0,1.0,1.0
2016-12-17,10_5,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",2.773,1.972,1.40618904294,0.0,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.028,0.0,73226.4,1.97185969486,1.40618904294,0.0,55240.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-18,10_6,260_1039_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1039'}",1.007,0.796,1.26624213919,0.0,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.007,0.0,6872.8,0.795583607159,1.26624213919,0.0,7910.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
