Date,Period_Day,Driver_1,Name_Driver_1,Linear_Rate_1,Rate_1,Modifier_1,Value_1,Driver_2,Name_Driver_2,Rate_2,Modifier_2,Value_2,Rate_Tree,Modifier_Tree,Tree_Value,High,Low,Linear_Forecast,Max_Forecast,Tree_Forecast,Best_Forecast,Actual_Rev,Linear_Smape,Max_Smape,Tree_Smape,Best_Smape
2016-12-08,6_3,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",0.062,0.056,1.09768604806,69388.0,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.013,0.0,145936.35,0.0560544217687,1.09768604806,69388.0,18320.0,0.0,4269.45451364,4265.30941217,4269.45451364,4269.45451364,4010.0,0.0313371506796,0.0308519475772,0.0313371506796,0.0313371506796
2016-12-09,6_4,50_228_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '228'}",0.269,0.235,1.14427027713,17927.73,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",0.027,0.0,165441.179,0.235012469154,1.14427027713,17927.73,13610.18,0.0,4821.08540954,4820.82961522,4821.08540954,4821.08540954,4511.0,0.0332278795077,0.033201379365,0.0332278795077,0.0332278795077
2016-12-10,6_5,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",0.018,0.014,1.25170873698,15600.0,260_1040_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '260', 'Segment_Id': '1040'}",0.533,0.0338003547399,0.0,0.0144017975817,1.23817694098,15600.0,8518.4,0.0,278.17878932,273.373188158,278.17878932,273.373188158,140.0,0.330429932959,0.322645957644,0.330429932959,0.322645957644
2016-12-11,6_6,50_227_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '227'}",0.053,0.002,25.1510440967,0.0,50_227_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '227'}",0.025,0.0,0.0,0.00209363088781,25.1510440967,0.0,4800.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,1.0,1.0,1.0
2016-12-12,6_0,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,0.0,59162.23,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",0.0,0.0,6635.65,0.0,0.0,59162.23,0.0,0.0,0.0,0.0,0.0,0.0,902.8,1.0,1.0,1.0,1.0
2016-12-13,6_1,50_228_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '228'}",0.106,0.082,1.84476651697,9730.46,50_228_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '228'}",0.13,1.16160175568,14594.0,0.081978770517,1.29423246027,9730.46,77164.18,0.0,1032.39777619,2203.8140829,1032.39777619,2203.8140829,0.0,1.0,1.0,1.0,1.0
2016-12-14,6_2,260_1040_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1040'}",0.179,0.202,0.669595949146,0.0,50_227_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '227'}",0.092,1.46788048631,0.0,0.202188346883,0.8870252096,0.0,55694.2,0.0,0.0,0.0,0.0,0.0,764.0,1.0,1.0,1.0,1.0
2016-12-15,6_3,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",0.062,0.056,1.09768604806,20248.0,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.013,0.0,58768.17,0.0560544217687,1.09768604806,20248.0,18320.0,0.0,1245.86261302,1244.65303767,1245.86261302,1245.86261302,868.0,0.17875457501,0.178284380327,0.17875457501,0.17875457501
2016-12-16,6_4,50_228_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '228'}",0.269,0.235,1.14427027713,24313.91,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",0.027,0.0,202450.398,0.235012469154,1.14427027713,24313.91,13610.18,0.0,6538.44277831,6538.09586545,6538.44277831,6538.44277831,2870.0,0.389909665685,0.389887169296,0.389909665685,0.389909665685
2016-12-17,6_5,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",0.018,0.014,1.25170873698,0.0,260_1040_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '260', 'Segment_Id': '1040'}",0.533,0.0338003547399,0.0,0.0144017975817,1.23817694098,0.0,8518.4,0.0,0.0,0.0,0.0,0.0,3217.09,1.0,1.0,1.0,1.0
