Date,Period_Day,Driver_1,Name_Driver_1,Linear_Rate_1,Rate_1,Modifier_1,Value_1,Driver_2,Name_Driver_2,Rate_2,Modifier_2,Value_2,Rate_Tree,Modifier_Tree,Tree_Value,High,Low,Linear_Forecast,Max_Forecast,Tree_Forecast,Best_Forecast,Actual_Rev,Linear_Smape,Max_Smape,Tree_Smape,Best_Smape
2016-12-08,7_3,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",2.938,2.879,1.02025037964,69388.0,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",1.078,0.0,152888.81,2.8792369155,1.02025037964,69388.0,199545.45,58768.17,203830.202884,199545.45,199545.45,199545.45,145936.35,0.165521409657,0.155171994588,0.155171994588,0.155171994588
2016-12-09,7_4,50_224_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '224'}",0.57,0.488,1.16915394647,152544.32,261_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '261', 'Segment_Id': '0'}",38.298,0.0,3016.87,0.487937521319,1.16915394647,152544.32,168995.45,0.0,87022.5804099,87033.7233448,87022.5804099,87022.5804099,72380.91,0.0918528846029,0.0919163632432,0.0918528846029,0.0918528846029
2016-12-10,7_5,50_226_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '226'}",0.347,0.585,0.593090155441,55200.0,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.021,0.0,271030.4,0.5850315277,0.593090155441,55200.0,21309.09,0.0,19153.0994715,19152.0672995,19153.0994715,19153.0994715,21309.09,0.0532840796962,0.0533109491789,0.0532840796962,0.0532840796962
2016-12-11,7_6,260_1040_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1040'}",196.97,196.97,1.0,0.0,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,59162.23,196.969666667,1.0,0.0,13581.82,0.0,0.0,0.0,0.0,0.0,13581.82,1.0,1.0,1.0,1.0
2016-12-12,7_0,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,0.0,59162.23,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",0.0,0.0,6635.65,0.0,0.0,59162.23,0.0,0.0,0.0,0.0,0.0,0.0,61533.63,1.0,1.0,1.0,1.0
2016-12-13,7_1,50_224_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '224'}",1.012,1.004,1.00790154649,108951.26,270_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '270', 'Segment_Id': '0'}",39.541,0.0,1840.0,1.0037776383,1.00790154649,108951.26,212989.09,46363.64,110226.974005,110251.39202,110226.974005,110226.974005,107060.0,0.0145750752889,0.0146858017434,0.0145750752889,0.0145750752889
2016-12-14,7_2,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",2.803,2.839,0.987299557143,25952.8,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",82.319,0.0,2306.6,2.83933197627,0.987299557143,25952.8,286027.27,85498.17,72752.7368708,85498.17,85498.17,85498.17,88299.09,0.0965301259309,0.0161160193204,0.0161160193204,0.0161160193204
2016-12-15,7_3,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",2.938,2.879,1.02025037964,20248.0,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",1.078,0.0,153098.79,2.8792369155,1.02025037964,20248.0,199545.45,58768.17,59479.3616764,59474.467469,59479.3616764,59474.467469,58768.17,0.00601443147568,0.00597328919664,0.00601443147568,0.00597328919664
2016-12-16,7_4,50_224_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '224'}",0.57,0.488,1.16915394647,94649.75,261_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '261', 'Segment_Id': '0'}",38.298,0.0,3665.91,0.487937521319,1.16915394647,94649.75,168995.45,0.0,53995.2289286,54002.1428274,53995.2289286,53995.2289286,51979.63,0.0190195952979,0.0190835912014,0.0190195952979,0.0190195952979
2016-12-17,7_5,50_226_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '226'}",0.347,0.585,0.593090155441,0.0,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.021,0.0,73226.4,0.5850315277,0.593090155441,0.0,21309.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-18,7_6,260_1040_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1040'}",196.97,196.97,1.0,0.0,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,45423.05,196.969666667,1.0,0.0,13581.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-19,1_0,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,0.0,45423.05,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",0.0,0.0,4953.22,0.0,0.0,45423.05,0.0,0.0,0.0,0.0,0.0,0.0,2336.36,1.0,1.0,1.0,1.0
2016-12-20,1_1,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",3.269,3.21,1.01819275899,22880.0,260_1038_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '260', 'Segment_Id': '1038'}",1.959,0.0,0.0,3.21034499997,1.01819275899,22880.0,150239.09,0.0,74789.000751,74780.9635454,74789.000751,74789.000751,38316.36,0.322466066231,0.322417917616,0.322466066231,0.322466066231
2016-12-21,1_2,260_1039_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1039'}",13.16,14.925,0.873804100346,0.0,260_1039_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '260', 'Segment_Id': '1039'}",19.529,0.667813617492,2182.4,14.9251855284,0.881736041354,0.0,131414.55,0.0,0.0,28462.2762136,0.0,28462.2762136,6267.27,1.0,0.639081376909,1.0,0.639081376909
2016-12-22,1_3,260_1038_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1038'}",2.76,3.814,0.723526138088,0.0,50_226_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '226'}",0.966,0.0,0.0,3.81409690367,0.723526138088,0.0,157201.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,1_4,260_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '0'}",2.165,2.556,0.847111624337,0.0,260_1038_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '260', 'Segment_Id': '1038'}",1.92,0.0,0.0,2.55627091181,0.847111624337,0.0,151117.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-24,1_5,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.001,0.0,1.0,42348.94,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,49587.44,0.0,1.0,42348.94,3200.0,0.0,24.3323319309,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-12-25,1_6,260_1040_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '260', 'Segment_Id': '1040'}",7.286,7.286,1.0,0.0,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,45194.14,7.28605188679,1.0,0.0,15446.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
