Date,Period_Day,Driver_1,Name_Driver_1,Linear_Rate_1,Rate_1,Modifier_1,Value_1,Driver_2,Name_Driver_2,Rate_2,Modifier_2,Value_2,Rate_Tree,Modifier_Tree,Tree_Value,High,Low,Linear_Forecast,Max_Forecast,Tree_Forecast,Best_Forecast,Actual_Rev,Linear_Smape,Max_Smape,Tree_Smape,Best_Smape
2016-12-08,8_3,273_278_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '273', 'Segment_Id': '278'}",0.379,0.379,1.0,0.0,50_226_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '226'}",0.066,0.0,38209.09,0.378666666667,1.0,0.0,7860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09,8_4,273_278_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '273', 'Segment_Id': '278'}",0.287,0.287,1.0,0.0,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,244819.31,0.286666666667,1.0,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-10,8_5,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,1.0,272636.01,273_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '273', 'Segment_Id': '0'}",0.0,0.0,140.0,0.0,1.0,272636.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-11,8_6,266_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '266', 'Segment_Id': '0'}",0.002,0.002,1.0,0.0,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,59162.23,0.00210048731306,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-12,7_0,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,0.0,59162.23,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",0.0,0.0,6635.65,0.0,0.0,59162.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-13,7_1,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.008,0.005,1.40897605071,55141.6,50_227_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '227'}",0.0,0.0,0.0,0.00531917465154,1.44665167646,55141.6,11620.0,0.0,424.314221985,388.46596899,424.314221985,388.46596899,0.0,1.0,1.0,1.0,1.0
2016-12-14,7_2,273_278_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '273', 'Segment_Id': '278'}",0.858,0.892,0.966705833768,0.0,273_281_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '273', 'Segment_Id': '281'}",2.544,0.338953723019,0.0,0.892,0.96209143284,0.0,8920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-15,7_3,50_227_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '227'}",0.025,0.053,0.471610188609,13272.73,266_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '266', 'Segment_Id': '0'}",0.009,0.0,80192.8,0.0526541681105,0.471610188609,13272.73,19740.0,0.0,329.5916454,331.756399029,329.5916454,329.5916454,0.0,1.0,1.0,1.0,1.0
2016-12-16,7_4,50_226_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '226'}",0.038,0.091,0.399072957401,0.0,269_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '269', 'Segment_Id': '0'}",0.029,0.0,51979.63,0.091148404448,0.419081332923,0.0,18012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-17,7_5,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,1.0,129443.09,273_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '273', 'Segment_Id': '0'}",0.0,0.0,3217.09,0.0,1.0,129443.09,1400.0,0.0,47.5499496718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
