Date,Period_Day,Driver_1,Name_Driver_1,Linear_Rate_1,Rate_1,Modifier_1,Value_1,Driver_2,Name_Driver_2,Rate_2,Modifier_2,Value_2,Rate_Tree,Modifier_Tree,Tree_Value,High,Low,Linear_Forecast,Max_Forecast,Tree_Forecast,Best_Forecast,Actual_Rev,Linear_Smape,Max_Smape,Tree_Smape,Best_Smape
2016-12-08,9_3,50_224_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '224'}",0.035,0.03,1.16291445072,198670.88,259_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '259', 'Segment_Id': '0'}",0.023,0.0,321864.228,0.0302370964669,1.16291445072,198670.88,6948.0,3200.0,6985.89523136,6931.11711868,6948.0,6931.11711868,6632.0,0.025987513147,0.0220537149436,0.0232695139912,0.0220537149436
2016-12-09,9_4,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.034,0.03,1.13026162853,244819.31,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",0.04,0.858421643413,165441.179,0.0301925448676,1.14214952401,244819.31,12320.0,0.0,8442.44719721,8301.29616052,8442.44719721,8301.29616052,9872.0,0.0780560170557,0.0864292215133,0.0780560170557,0.0864292215133
2016-12-10,9_5,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",0.039,0.037,1.02056462189,172592.008,50_224_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '224'}",0.049,0.768025503135,152544.32,0.0366265802571,1.05902365271,172592.008,10368.0,4728.0,6694.57039921,6517.22800329,6694.57039921,6517.22800329,4728.0,0.172165312227,0.159109980053,0.172165312227,0.159109980053
2016-12-11,9_6,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.035,0.037,0.944909344057,59162.23,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.011,0.0,272636.01,0.0370434881089,0.944909344057,59162.23,3584.0,832.0,2070.84003918,2068.40892586,2070.84003918,2070.84003918,1912.0,0.0398810993195,0.039294687751,0.0398810993195,0.0398810993195
2016-12-12,9_0,50_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '0'}",0.0,0.0,0.0,59162.23,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",0.0,0.0,6635.65,0.0,0.0,59162.23,0.0,0.0,0.0,0.0,0.0,0.0,1840.0,1.0,1.0,1.0,1.0
2016-12-13,9_1,261_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '261', 'Segment_Id': '0'}",3.381,3.158,0.960533773115,701.39,854_0_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '854', 'Segment_Id': '0'}",4.843,0.626367619207,1554.56,3.15789841995,1.07053561032,701.39,8576.0,816.0,2371.14899199,4715.75524133,2371.14899199,4715.75524133,2600.0,0.0460358376655,0.289205307113,0.0460358376655,0.289205307113
2016-12-14,9_2,50_225_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '225'}",0.326,0.456,0.713339231972,19261.81,260_1039_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '260', 'Segment_Id': '1039'}",0.466,0.69754823223,5662.4,0.455649634937,0.71604701441,19261.81,8992.0,1972.0,6284.48450182,6265.53336682,6284.48450182,6265.53336682,8680.0,0.160080054738,0.16155105167,0.160080054738,0.16155105167
2016-12-15,9_3,50_224_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '224'}",0.035,0.03,1.16291445072,158553.78,259_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '259', 'Segment_Id': '0'}",0.023,0.0,277960.758,0.0302370964669,1.16291445072,158553.78,6948.0,3200.0,5575.25136858,5531.53445935,5575.25136858,5531.53445935,5984.0,0.035361168158,0.0392917534349,0.035361168158,0.0392917534349
2016-12-16,9_4,50_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '50', 'Segment_Id': '0'}",0.034,0.03,1.13026162853,150130.43,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",0.04,0.858421643413,202450.398,0.0301925448676,1.14214952401,150130.43,12320.0,0.0,5177.15791279,6951.51213443,5177.15791279,6951.51213443,8064.0,0.218020365457,0.0740892388889,0.218020365457,0.0740892388889
2016-12-17,9_5,265_0_0_3,"{'Type': '3', 'Offset': '0', 'H_Id': '265', 'Segment_Id': '0'}",0.039,0.037,1.02056462189,175501.84,50_224_1_3,"{'Type': '3', 'Offset': '1', 'H_Id': '50', 'Segment_Id': '224'}",0.049,0.768025503135,94649.75,0.0366265802571,1.05902365271,175501.84,10368.0,4728.0,6807.43816985,6627.1058523,6807.43816985,6627.1058523,8048.0,0.0835089356479,0.0968234343249,0.0835089356479,0.0968234343249
