Date,258_0_RV,259_0_RV,260_0_RV,260_1038_RV,260_1039_RV,260_1040_RV,261_0_RV,265_0_RV,266_0_RV,269_0_RV,270_0_RV,273_0_RV,273_278_RV,273_279_RV,273_280_RV,273_281_RV,50_0_RV,50_224_RV,50_225_RV,50_226_RV,50_227_RV,50_228_RV,854_0_RV
8/16/18,6331,4675.2,0,0,0,0,1532.56,102583.84,0,0,3840,4109.57,0,0,0,4109.57,69732.82,37845.32,14620.53,0,18735.71,0,1044
8/17/18,22057,0,0,0,0,0,1473.11,98317.84,0,0,3456,2748.8,0,0,0,2748.8,277715.63,167594.2,51266.96,0,33950,24904.47,1288
8/18/18,17680.2,28498.4,0,0,0,0,292.77,86645.11,0,0,3840,1529.93,0,0,0,1529.93,186187.19,110465.39,44250.56,0,24375.89,7095.35,886
8/19/18,18044.2,0,0,0,0,0,1745.77,45588.559,0,0,2048,2798.5,0,0,0,2798.5,155756.43,67110.67,14106.48,0,65719.64,8819.64,2304
8/20/18,11084,28501.6,0,0,0,0,1769.98,49394.56,0,0,2368,640,0,0,0,640,170820.17,143942.5,4918.75,0,16371.43,5587.5,1480
8/21/18,16552,0,1260,1260,0,0,435.9,84317.69,0,4464.29,3616,3720.43,0,0,0,3720.43,290332.55,232003.09,15741.07,0,41924.11,664.29,456
8/22/18,16660,27025.6,1260,1260,0,0,2073.81,75664.487,0,0,1984,5640.1,0,0,0,3640.1,287702.01,211287.72,19346.43,0,45660.71,9407.15,1917.6
8/23/18,19593.2,0,0,0,0,0,1571.76,101594.39,10578.48,0,4984,7853.6,6500,0,0,1353.6,276629.59,173140.84,9336.61,9821.43,76691.96,7638.75,1420
8/24/18,13783,0,7046.4,5876,1170.4,0,1177.08,90573.43,9760.8,20214.29,2560,9767.2,0,0,0,9167.2,135394.43,72431.22,9457.14,15450.89,14803.57,22651.61,472
8/25/18,14124,24925.6,0,0,0,0,862.37,90800.877,108500.8,0,3840,6848,0,0,0,448,137652.49,65823.93,12847.32,15955.36,33916.07,9109.83,184
8/26/18,15151,0,0,0,0,0,1418.12,39923.349,0,0,448,4624,0,0,0,4624,117102.46,48999.78,4104.47,0,55691.96,8306.25,580
8/27/18,16264,0,0,0,0,0,1025.88,60305.949,0,0,1920,1044,0,0,0,1044,254906.11,187484.68,3554.46,1629.46,54628.04,7609.47,0
8/28/18,16424,0,0,0,0,0,983.83,68706.249,0,0,1536,4139.7,0,0,0,4139.7,293158.73,206807.84,6540.18,41302.68,28871.43,9636.61,2820
8/29/18,14604,30119.2,3096,2952,144,0,2387.76,92329.68,15214,9160.71,2048,7320,0,0,0,7320,213377.93,152743.78,1082.14,12780.36,33683.04,13088.62,680
8/30/18,13012,0,3956,3772,184,0,1443.79,114491.279,35751.2,9776.79,3904,3101.54,0,0,0,3101.54,210048.13,80330.27,3282.14,112972.32,7099.11,6364.29,0
8/31/18,12974.61,0,41636.8,28208,7668.8,5760,1392.52,84956.709,24820,77139.28,3280,1428,0,0,0,1428,183764.29,43887.5,3102.14,108328.21,24419.64,4026.79,0
9/1/18,14100,0,31389.6,24272,6349.6,768,2676.94,82322.999,135623.2,70842.86,4672,165.6,0,0,0,165.6,169260.85,30166.21,891.07,95633.93,33187.5,9382.15,236
9/2/18,19542,0,0,0,0,0,1075.1,44575.998,0,0,1920,812,0,0,0,812,155972.32,16590.18,1782.14,17801.79,114166.07,5632.15,912
9/3/18,35365,26968,46612,44444,2168,0,274.33,47349.56,6272.75,142030.36,2720,14260,0,0,0,14260,148716.82,83889.25,12683.04,44462.5,9970.54,0,444
9/4/18,20800,0,48449.6,39720,8729.6,0,515.55,88961.049,114266.96,142548.22,2080,6036,0,0,0,6036,260928.16,129297.91,2200,15901.79,56977.68,56550.79,1012
9/5/18,17040,25180.8,32693.6,30732.8,1960.8,0,1453.43,94459.519,32652.17,103062.5,1280,11304,7500,0,0,3804,232505.15,106198.82,5750.9,32781.25,85821.87,1952.32,272
9/6/18,17706,0,23560,22616,944,0,729.18,102170.937,0,73991.07,3840,6570,0,0,0,6570,265742.7,57882.43,2182.14,148678.57,50979.02,6020.54,1044
9/7/18,13056,0,28416,26472,1944,0,126.4,91986.879,55484,31589.28,5120,0,0,0,0,0,160979.54,94652.68,10257.59,14843.75,30839,10386.52,579.2
9/8/18,16022,40108,0,0,0,0,1098.3,124152.4,94507.199,8000,4544,2780,0,0,0,2780,176735.72,114326.79,9646.88,0,40087.5,12674.56,328
9/9/18,12631.8,0,0,0,0,0,1964.59,67499.199,0,0,0,2256.68,0,0,0,2256.68,108120.17,64623.74,1759.82,1629.46,35140.18,4966.97,0
9/10/18,10648,0,19842.4,17603.2,2239.2,0,1000.31,63146.799,14392,0,1216,47970.4,45000,0,0,2970.4,150903.69,92129.58,7552.68,34339.29,11102.68,5779.47,236
9/11/18,15495,24861.6,24201.6,19876,4325.6,0,1943.1,100726.8,0,70504.46,192,46859.2,45000,0,0,1859.2,299445.57,180238.02,4079.47,94196.43,23517.86,0,0
9/12/18,17068,26575.2,37369.6,31804,5565.6,0,1424.14,110017.598,13394.4,128022.32,0,3984,0,0,0,3984,329852.61,208190.11,5226.79,71651.78,39383.93,4173.21,0
9/13/18,16285.4,0,20243.2,17740,2503.2,0,2010.33,123061.68,0,77117.86,0,920,0,0,0,920,187753.1,104967.92,7613.39,15952.14,55833.04,2552.51,655.6
9/14/18,15279,1612,147352.4,59410.4,87942,0,3397.08,119148.548,44859.2,3200,512,6900,0,0,0,6900,191742.01,113678.17,35364.87,0,27200.75,15498.22,636
9/15/18,17812,54201.92,0,0,0,0,2025.81,112222.789,16802.8,0,6840,0,0,0,0,0,193836.11,129802.04,21705.49,0,23035.71,19292.86,0
9/16/18,14636.8,0,0,0,0,0,3572.31,81129.609,0,9821.43,1600,3948,0,0,0,3948,123462.56,32043.82,8641.96,0,75640.18,7136.61,1284
9/17/18,11192,33477.6,2752,2624,128,0,415.55,58581.269,0,0,128,613.36,0,0,0,613.36,169661.08,118240.29,22293.11,1258.93,21808.04,6060.72,760
9/18/18,15459,13925.6,9764.8,6032,3732.8,0,2610.96,83141.999,0,14964.28,1792,1372,0,0,0,1372,274796.31,221787.38,4885.71,12116.08,27495.54,8511.61,616
9/19/18,14962,40207.68,33841.12,30322.4,2918.72,600,3511.55,109519.198,0,43142.86,3520,4228,0,0,0,4228,297299.14,152530.93,11121.79,94660.71,37358.04,1627.68,1445.2
9/20/18,18528.4,22836.8,114786.4,86848,22698.4,5240,927.83,95404.14,0,185955.36,3968,1444,0,0,0,1444,210185.87,98496.68,1100,27793.21,76559.37,6236.62,416
9/21/18,18852,47633.6,27134,22436.8,4097.2,600,1576.45,110456.62,80141.6,67676.78,4608,0,0,0,0,0,128703.27,44702.06,27814.61,19602.68,25942.86,10641.08,1681.6
9/22/18,16777,61924.629,12728,12136,592,0,3702.23,148632.01,74177.6,38200,5568,1355.2,0,0,0,1355.2,178744.33,39995.22,29661.61,58250,36401.79,14435.72,1012
9/23/18,13760,0,0,0,0,0,5234.4,66053.209,0,0,3200,8645.18,0,0,0,8645.18,137960.05,35403.8,0,26508.93,70241.07,5806.25,1174.4
9/24/18,12418,52051.189,5861.6,5248,613.6,0,831.1,82900.149,9886.4,18275.01,4480,3442.4,0,0,0,3442.4,192692.32,98334.28,0,61198.21,28102.68,5057.14,0
9/25/18,15700,11792.799,43610.719,37460.159,6150.56,0,1290.54,78663.587,38668.8,83883.93,1856,9276,0,0,0,9276,200991.61,163643.71,4772.32,21402.68,3093.75,8079.15,624
9/26/18,18264,64452.8,46672.88,42536.8,3776.08,360,2260.1,100751.84,0,82482.15,4992,4028.76,0,0,0,4028.76,254988.41,183296,1100,62273.21,13716.52,0,236
9/27/18,13743,21726.41,82733.6,78088,4285.6,360,1520.21,99963.83,20212,188232.14,4096,280,0,0,0,280,248911.55,116800,0,112441.96,13716.52,5953.07,653.2
9/28/18,14329.4,38449.588,52750.08,50404.8,2345.28,0,2332.73,102719.588,0,126294.64,5248,163.2,0,0,0,163.2,152529.6,87826.15,40711.12,13977.14,0,8721.43,0
9/29/18,18778,33062.079,0,0,0,0,2819.1,124145.2,0,0,4992,1062.5,0,0,0,1062.5,173523.4,99703.13,50277.41,10522.32,0,13020.54,1506
9/30/18,5972,0,0,0,0,0,3181.84,63264.64,35814.88,0,2880,30.4,0,0,0,30.4,42664.54,12718.75,12804.71,12214.29,0,4926.79,386
10/1/18,5480,3308.8,1616,880,736,0,148.35,57936.01,21581.759,4232.14,3200,148,0,0,0,148,89501.01,42447.19,6564.54,34861.61,0,5627.69,968
10/2/18,6521,14822.4,240,240,0,0,340.7,93403.189,0,1200,3200,1581.48,0,0,0,1581.48,84010.5,32990.8,11307.2,34861.61,0,4850.9,1811.6
10/3/18,8818,15263.039,0,0,0,0,452,100865.76,0,0,2944,1642,0,0,0,1642,96026.32,36340.64,14754.88,12214.29,25620.09,7096.43,1008
10/4/18,10509,25090.239,3406.4,3060,346.4,0,1285.81,101232.958,0,15348.22,2240,19996.8,18000,0,0,1996.8,114044.33,47899.46,16916.3,12214.29,44376.79,0,1856
10/5/18,13204,31886.399,4864,4672,192,0,736.14,112689.268,0,7907.14,7616,1792,0,0,0,1792,136947.31,84174.14,25966.91,12214.29,1964.29,12627.68,0
10/6/18,11967,22432.79,0,0,0,0,1497.86,136795.599,0,0,5760,705.36,0,0,0,705.36,114871.18,59007.14,29281,12214.29,0,14368.75,625.6
10/7/18,9408.8,0,0,0,0,0,1819.86,50447.92,0,0,2112,0,0,0,0,0,71478.43,14592.85,8189.14,13741.07,31332.14,3623.22,396
10/8/18,6024,6628.8,26162.4,24970.4,1192,0,759.86,50178.96,0,85995.54,2480,2340.43,0,0,0,2340.43,81320.72,46752.22,16227.25,13741.07,1349.11,3251.08,0
10/9/18,9010.8,15552.808,29520,22560,1200,5760,733.11,70477.61,0,91607.15,256,1369.6,0,0,0,1369.6,140341.6,92309.63,25876.62,13741.07,1277.68,7136.61,832
10/10/18,12177,28200.637,480,480,0,0,1092.24,99866.399,12932,4771.43,6528,0,0,0,0,0,191272.61,136932.5,22894.58,13741.07,8987.5,8716.97,0
10/11/18,8388,62197.59,52540.8,41012,5768.8,5760,1201.48,87789.689,1840,119241.06,2752,0,0,0,0,0,123418.26,81779.02,15729.42,12214.29,8987.5,4708.04,0
10/12/18,18146,34188.8,5901.6,5608,293.6,0,721.88,136270.81,122359.99,27053.57,3776,2491.2,0,0,0,2491.2,109809.44,77859.45,21404.46,12214.29,0,0,736
10/13/18,12364,53658.567,0,0,0,0,1050.75,132433.61,0,0,2560,0,0,0,0,0,113547.89,64281.52,18473.51,12214.29,0,18578.58,316
10/14/18,5492.6,0,0,0,0,0,1293.77,62734.388,0,0,13760,0,0,0,0,0,78680.89,43009.46,3944.65,26142.86,955.36,4628.57,548
10/15/18,10791,7616.809,9288,8856,432,0,1139.64,63335.6,0,29285.72,2056,104,0,0,0,104,185754.47,120806.25,3808.93,58591.96,0,2547.33,0
10/16/18,16351.2,26266.4,35152,33472,1200,480,530.3,105367.039,14171.2,59359.82,4380,674.4,0,0,0,674.4,326988.65,241637.41,2823.21,68447.21,0,14080.81,208
10/17/18,13630.2,22292.73,50627.2,43944,6683.2,0,1903.06,115704,11900,149755.35,4864,0,0,0,0,0,308650.17,190272.5,7022.32,102744.64,2050,6560.72,2076
10/18/18,13577.6,51712.169,40159.2,35560,4599.2,0,1879.53,114781.29,0,150584.82,2420,2744,0,0,0,2244,231427.46,186507.46,0,36976.25,0,7443.76,276
10/19/18,15163.8,61195.2,42254.4,35648,6606.4,0,5724.21,122472.01,0,140111.61,2560,3368,0,0,0,3368,168396.43,51007.14,2150,102732.14,0,12507.15,320
10/20/18,14411.8,49054.009,49020,46740,2280,0,1114.19,134941.2,169616.799,130066.96,2752,0,0,0,0,0,193450,34283.93,2150,145785.71,0,11230.36,0
10/21/18,3510,157.6,42444,40344,2100,0,623.17,49964.24,0,116312.5,1020,0,0,0,0,0,45655.76,22130.75,4906.25,13651.79,0,4966.97,220
10/22/18,12029.4,20558.56,4376,4376,0,0,549.98,69092.65,5972,5803.57,1792,364,0,0,0,364,270772.07,83260.46,0,135776.79,1349.11,50385.72,492
10/23/18,13832,20405.529,56040.8,52632,3408.8,0,565.45,70065.448,204917.589,156633.92,3248,6829,9000,0,0,0,250276.43,37181.6,2454.46,206688.21,0,3952.15,241.6
10/24/18,13540,34193.359,60789.6,57632,3157.6,0,4848.35,83422.399,31984.8,161526.79,16112,479.2,0,0,0,479.2,293628.49,185754.38,3808.93,99950.89,0,4114.29,328
10/25/18,14891,25120.239,40818.8,31757.6,9061.2,0,2470.92,115864.306,4348,130979.47,4768,81.2,0,0,0,81.2,264969.15,131918.79,11529.47,111973.57,0,9547.33,758.78
10/26/18,13887.6,67185.758,72108,62500,9608,0,2360.94,119729.188,0,88946.43,3088,104,0,0,0,104,152110.81,96424.2,12161.61,28468.75,0,15056.25,632
10/27/18,18517,89253.599,32448.8,24100,8348.8,0,1699.41,155560.799,43956.799,41788.39,5824,352.68,0,0,0,352.68,170195.27,115237.23,24334.82,12500,0,18123.22,1964
10/28/18,9134,0,6020,5740,280,0,2516.52,76782.889,0,15312.5,960,7.2,0,0,0,7.2,80917.65,46286.39,4409.82,22008.93,0,8212.5,351
10/29/18,11991,20533.6,15403.2,12220,3183.2,0,996.31,70722.797,0,32214.28,2368,2097.36,0,0,0,2097.36,227711.06,130869.09,11851.79,75758.93,1354.46,7876.79,1599.2
10/30/18,12395,53504.189,29121.6,26132,2989.6,0,1852.37,92700.878,408,79673.22,1728,179.2,0,0,0,179.2,261162.3,124173.91,10126.89,117478.46,1354.46,8028.57,0
10/31/18,9755,27775.36,58740,55952,2788,0,1804.17,99150.399,0,182499.11,4160,76,0,0,0,76,187472.4,120298.62,28747.53,32254.82,0,6171.43,966.4
11/1/18,10200,126851.209,25843.2,20628,5215.2,0,2752.14,114239.587,216149.6,117393,0,0,0,0,0,0,161258.57,92892.35,16077.46,38461.07,830.36,12997.32,1004
11/2/18,17051.2,67547.52,21604,19292,2312,0,683.86,117595.599,174829.599,90705.36,7684,2714.43,0,0,0,2714.43,173219.1,92446.38,29688.43,37811.07,0,13273.22,0
11/3/18,18162.4,87633.85,10506.4,8228,2278.4,0,2542.77,159562.159,45762.4,2800,4100,0,0,0,0,0,185984.43,88799.05,43585.37,35660.71,0,17939.29,832
11/4/18,6173,0,0,0,0,0,3407.18,87081.589,0,0,1700,0,0,0,0,0,39891.64,28808.61,3648.21,0,0,7434.82,0
11/5/18,8076,21165.197,10080.8,8832,1248.8,0,397.57,70984.878,26064.8,33239.29,1793.6,434.64,0,0,0,434.64,149921.65,52507.25,3138.5,86139.29,1965.18,6171.43,264
11/6/18,13600.8,79493.678,69251.2,62740,6511.2,0,1999.65,109772.16,202736,202439.29,7676,196,0,0,0,196,234499.82,79762.68,2500.89,144571.43,2688.39,4976.43,0
11/7/18,12343.4,30679.199,62475.2,55084,7391.2,0,2379.17,98972.659,58192,178321.43,4824,1102,0,0,0,152,209250.19,146020.01,6440.18,55600.71,0,239.28,932
11/8/18,13925.2,117394.98,44736,35128,8008,1600,2141.4,122881.519,57901.679,136450,7552,644,0,0,0,644,246274.92,116759.74,7524.11,110441.96,0,11549.11,176
11/9/18,15108,77780.946,44881.6,38136,6745.6,0,1677.77,125488.649,434045.2,141678.57,4284,12624.78,0,0,0,1979.18,227172.01,89403.02,46128.8,68513.39,5709.82,14916.97,352
11/10/18,16390,115113.589,6932,3500,3432,0,1949.29,183083.989,0,0,0,0,0,0,0,0,189700.24,93479.1,57254.16,15035.71,5709.82,17171.43,2648
11/11/18,5906,0,0,0,0,0,1898.33,96182.409,0,0,8220,352.68,0,0,0,352.68,72445.12,34150.45,8766.11,17142.86,5709.82,6675.89,788
11/12/18,8748,14758.399,29544.4,26838.4,4466,0,485.11,68970.389,26184,57682.14,1496,560,0,0,0,560,147953.3,67716.41,15298.5,55556.25,0,9382.14,208
11/13/18,12172,43843.439,51104,44876,6228,0,1363.06,101473.2,182750.4,162334.82,5228,476,0,0,0,476,292461.79,78951.14,23754.92,180642.32,0,9113.39,548
11/14/18,11743,104109.599,50593.6,44544,3940,2109.6,1631.05,117307.19,108019.2,189209.82,1768,304,0,0,0,304,246576.81,111538,13835.41,110209.64,0,10993.75,496
11/15/18,12662.4,117595.76,43292,36516,5256,1520,2876.49,123787.279,0,159232.15,3196,15380,15000,0,0,380,213233.54,127088.58,10278.9,62529.46,0,13336.61,845.6
11/16/18,14972.8,99331.75,4932,4420,512,0,2552.87,157262.33,385463.999,38371.43,680,26.4,0,0,0,26.4,163542.67,90433.96,39724.08,14329.29,0,19055.35,0
11/17/18,21438,203744.8,0,0,0,0,2183.09,176993.2,26867.2,1700,4556,0,0,0,0,0,223876.93,120632.48,84943.56,1616.07,0,16684.82,756
11/18/18,6996,0,0,0,0,0,2752.66,91447.98,0,0,1360,0,0,0,0,0,75377.22,34860,8957.39,25540.18,0,6019.64,328
11/19/18,11477.6,39721.59,10770.4,9812,958.4,0,350.68,95802.809,34764,36608.93,4592,448,0,0,0,448,193906,100616.07,21910.29,57741.96,0,13637.68,176
11/20/18,14480,113728.8,20915.2,19328,1587.2,0,2123.03,128567.179,177131.199,70291.97,4252,250.4,0,0,0,250.4,263319.83,205468.24,6803.57,51815.36,0,0,616
11/21/18,16608.8,176808.65,91394.4,72125.6,17748.8,1520,1897.67,116869.259,37817.6,247689.28,6052,0,0,0,0,0,308741.82,198044.5,10615.17,91343.75,0,8738.4,1212
11/22/18,10431,186665.999,68284,54716,11768,1800,1402.2,139630.479,101832,156251.78,476,152,0,0,0,152,183633.86,115016.13,26939.7,31286.07,0,10391.97,0
11/23/18,14571.2,247214.397,51186.4,43896,7290.4,0,1980.59,161114.78,307097.599,104562.5,8288,0,0,0,0,0,164865.58,104042.03,32053.91,15741.07,0,13028.57,840
11/24/18,16055,315606.399,23700.8,15440,8260.8,0,2028.28,189757.198,175555.2,8500,6664,0,0,0,0,0,175949.84,104803,26113.81,29883.93,0,15149.11,2144
11/25/18,6060,0,0,0,0,0,2854.26,107221.12,0,0,340,0,0,0,0,0,49131.89,27890.35,7762.08,5919.64,0,7559.82,145.6
11/26/18,11956,128186.389,41551.2,37924,3627.2,0,430.75,82848.47,41928.8,61978.57,3044,0,0,0,0,0,184293.25,109001.69,16427.09,50781.42,0,8083.03,0
11/27/18,14148.8,167588.879,74414.559,68257.759,6156.8,0,1714.23,129940,60388,124589.29,816,392,0,0,0,392,292097.05,144336.34,11441.96,128366.07,0,7952.68,0
11/28/18,15412.2,214551.76,66200.4,53668,11012.4,1520,2680.83,127422.95,137268.798,150250,5168,228,0,0,0,228,305531.39,183961.74,14863.4,87303.57,0,19402.68,968
11/29/18,14690,271257.62,59828,45652,14176,0,2183.97,150831.839,254416,176441.07,3944,836,0,0,0,836,211474.87,133478.97,16860.71,46464.29,0,14670.89,770
11/30/18,15908,316879.99,20940.8,19016,1924.8,0,3496,165317.759,697532.56,86696.43,6572,8152,0,0,0,152,200038.04,148842.15,16964.28,12705.71,0,21525.89,472
12/1/18,16216,354931.609,0,0,0,0,1491.37,182271.999,431563.199,11500,6676,0,0,0,0,0,209423.4,137719.82,19500.89,30950.89,0,21251.79,500
12/2/18,5776,125204.789,51404,43616,7788,0,3291.1,123968.39,0,0,2584,0,0,0,0,0,69755.85,44374.6,6584.82,7910.71,0,10885.72,0
12/3/18,11320,124296.039,247651.2,163346.8,58612.4,25692,952.35,112277.607,1290.4,74866.07,3060,0,0,0,0,0,185139,127435.42,9660.71,38715.18,0,9327.68,559.2
12/4/18,10524,201473.609,96732,89180,5032,2520,2245.01,158675.999,157620.24,116746.42,2708,3508,0,0,0,808,232745.78,69591.86,2500.89,113803.57,0,44149.46,0
12/5/18,10564,246319.6,58148,50948,7200,0,762.23,174292.219,100005.6,164764.28,1972,0,0,0,0,0,228087.64,128537.93,13279.18,75725.18,0,10545.35,0
12/6/18,12907.8,305570.079,58434.4,49172,9262.4,0,951.44,184376.409,211286.4,141264.64,6948,3015.2,0,0,0,315.2,232352.31,182466.24,1932.14,36139.64,0,9114.28,228
12/7/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
